Stage1,Stage2,Stage3,Stages,Switches,Cap,Slew1,Slew2,Slew3,Ileak,MaxI,EndTime
96,23,1,3,120,10.198e-12,0.082131,0.020095599999999998,0.0014,0.47e-6,3.656e-03,4.285e-09
96,1,23,3,120,10.198e-12,0.082131,0.0014,0.020095599999999998,0.47e-6,3.657e-03,4.282e-09
1,23,96,3,120,10.198e-12,0.0014,0.020095599999999998,0.082131,0.47e-6,3.642e-03,4.340e-09
23,96,1,3,120,10.198e-12,0.020095599999999998,0.082131,0.0014,0.47e-6,3.640e-03,4.312e-09
23,1,96,3,120,10.198e-12,0.020095599999999998,0.0014,0.082131,0.47e-6,3.635e-03,4.350e-09
1,95,24,3,120,10.198e-12,0.0014,0.08128120000000001,0.0209454,0.47e-6,3.653e-03,4.304e-09
95,24,1,3,120,10.198e-12,0.08128120000000001,0.0209454,0.0014,0.47e-6,3.656e-03,4.274e-09
1,24,95,3,120,10.198e-12,0.0014,0.0209454,0.08128120000000001,0.47e-6,3.641e-03,4.336e-09
24,95,1,3,120,10.198e-12,0.0209454,0.08128120000000001,0.0014,0.47e-6,3.640e-03,4.325e-09
95,1,24,3,120,10.198e-12,0.08128120000000001,0.0014,0.0209454,0.47e-6,3.658e-03,4.280e-09
24,1,95,3,120,10.198e-12,0.0209454,0.0014,0.08128120000000001,0.47e-6,3.638e-03,4.352e-09
1,25,94,3,120,10.198e-12,0.0014,0.021795199999999997,0.08043140000000001,0.47e-6,3.642e-03,4.367e-09
25,94,1,3,120,10.198e-12,0.021795199999999997,0.08043140000000001,0.0014,0.47e-6,3.642e-03,4.296e-09
25,1,94,3,120,10.198e-12,0.021795199999999997,0.0014,0.08043140000000001,0.47e-6,3.639e-03,4.352e-09
94,25,1,3,120,10.198e-12,0.08043140000000001,0.021795199999999997,0.0014,0.47e-6,3.658e-03,4.300e-09
1,94,25,3,120,10.198e-12,0.0014,0.08043140000000001,0.021795199999999997,0.47e-6,3.655e-03,4.332e-09
94,1,25,3,120,10.198e-12,0.08043140000000001,0.0014,0.021795199999999997,0.47e-6,3.659e-03,4.310e-09
93,1,26,3,120,10.198e-12,0.07958160000000002,0.0014,0.022645,0.47e-6,3.661e-03,4.315e-09
93,26,1,3,120,10.198e-12,0.07958160000000002,0.022645,0.0014,0.47e-6,3.659e-03,4.283e-09
26,93,1,3,120,10.198e-12,0.022645,0.07958160000000002,0.0014,0.47e-6,3.643e-03,4.320e-09
26,1,93,3,120,10.198e-12,0.022645,0.0014,0.07958160000000002,0.47e-6,3.639e-03,4.320e-09
1,93,26,3,120,10.198e-12,0.0014,0.07958160000000002,0.022645,0.47e-6,3.657e-03,4.308e-09
1,26,93,3,120,10.198e-12,0.0014,0.022645,0.07958160000000002,0.47e-6,3.643e-03,4.356e-09
92,27,1,3,120,10.198e-12,0.0787318,0.0234948,0.0014,0.47e-6,3.662e-03,4.293e-09
27,92,1,3,120,10.198e-12,0.0234948,0.0787318,0.0014,0.47e-6,3.642e-03,4.323e-09
92,1,27,3,120,10.198e-12,0.0787318,0.0014,0.0234948,0.47e-6,3.663e-03,4.269e-09
27,1,92,3,120,10.198e-12,0.0234948,0.0014,0.0787318,0.47e-6,3.640e-03,4.353e-09
1,27,92,3,120,10.198e-12,0.0014,0.0234948,0.0787318,0.47e-6,3.644e-03,4.355e-09
1,92,27,3,120,10.198e-12,0.0014,0.0787318,0.0234948,0.47e-6,3.659e-03,4.289e-09
91,1,28,3,120,10.198e-12,0.077882,0.0014,0.0243446,0.47e-6,3.664e-03,4.260e-09
1,28,91,3,120,10.198e-12,0.0014,0.0243446,0.077882,0.47e-6,3.648e-03,4.362e-09
28,1,91,3,120,10.198e-12,0.0243446,0.0014,0.077882,0.47e-6,3.641e-03,4.349e-09
91,28,1,3,120,10.198e-12,0.077882,0.0243446,0.0014,0.47e-6,3.663e-03,4.303e-09
1,91,28,3,120,10.198e-12,0.0014,0.077882,0.0243446,0.47e-6,3.661e-03,4.312e-09
28,91,1,3,120,10.198e-12,0.0243446,0.077882,0.0014,0.47e-6,3.646e-03,4.288e-09
29,90,1,3,120,10.198e-12,0.0251944,0.07703220000000001,0.0014,0.47e-6,3.647e-03,4.288e-09
90,1,29,3,120,10.198e-12,0.07703220000000001,0.0014,0.0251944,0.47e-6,3.666e-03,4.281e-09
90,29,1,3,120,10.198e-12,0.07703220000000001,0.0251944,0.0014,0.47e-6,3.664e-03,4.289e-09
29,1,90,3,120,10.198e-12,0.0251944,0.0014,0.07703220000000001,0.47e-6,3.642e-03,4.334e-09
1,90,29,3,120,10.198e-12,0.0014,0.07703220000000001,0.0251944,0.47e-6,3.663e-03,4.310e-09
1,29,90,3,120,10.198e-12,0.0014,0.0251944,0.07703220000000001,0.47e-6,3.649e-03,4.355e-09
89,1,30,3,120,10.198e-12,0.0761824,0.0014,0.0260442,0.47e-6,3.667e-03,4.282e-09
89,30,1,3,120,10.198e-12,0.0761824,0.0260442,0.0014,0.47e-6,3.665e-03,4.301e-09
30,89,1,3,120,10.198e-12,0.0260442,0.0761824,0.0014,0.47e-6,3.645e-03,4.324e-09
30,1,89,3,120,10.198e-12,0.0260442,0.0014,0.0761824,0.47e-6,3.643e-03,4.336e-09
1,30,89,3,120,10.198e-12,0.0014,0.0260442,0.0761824,0.47e-6,3.648e-03,4.361e-09
1,89,30,3,120,10.198e-12,0.0014,0.0761824,0.0260442,0.47e-6,3.665e-03,4.312e-09
1,31,88,3,120,10.198e-12,0.0014,0.026893999999999998,0.0753326,0.47e-6,3.650e-03,4.360e-09
